chinese_name,english_name
拉什大学,Rush University
劳伦斯大学,Lawrence University
洛克菲勒大学,The Rockefeller University
罗杰威廉姆斯大学,Roger Williams University
路易斯安那州立大学什里夫波特分校,Louisiana State University at Shreveport
兰卡斯特圣经学院,Lancaster Bible College
路易斯大学,National Louis University
兰道夫学院,Randolph College
劳伦斯理工大学,Lawrence Technological University
拉谢拉大学,La Sierra University
莱尼学院,Laney College
联合基督复临大学,Union Adventist University
莱图尔诺大学,Letourneau University
里士满大学,University of Richmond
莱莫恩学院,Le Moyne College
罗斯蒙特学院,Rosemont College
拉法耶特学院,Lafayette College
联合神学院,Union Theological Seminary
拉马尔理工学院,Lamar Institute of Technology
拉伯克基督大学,Lubbock Christian University
兰德大学,Lander University
罗伯特莫里斯大学,Robert Morris University
路易斯安那州立大学和农工学院,Louisiana State University and Agricultural and Mechanical College
拉格朗日学院,LaGrange College
拉勒米郡社区学院,Laramie County Community College
莱克福里斯特管理研究生院,Lake Forest Graduate School of Management
林赛威尔逊学院,Lindsey Wilson College
林肯纪念大学,Lincoln Memorial University
路易斯维尔大学,The University of Louisville
路易斯安那大学拉斐特分校,University of Louisiana at Lafayette
拉玛尔大学,Lamar University
林菲尔德大学,Linfield University
林菲尔德学院,Linfield College
路易斯安纳州立大学健康科学中心新奥尔良分校,Louisiana State University Health Sciences Center at New Orleans
罗伯茨卫斯理大学,Roberts Wesleyan University
拉古纳艺术与设计学院,Laguna College of Art and Design
里沃兰德社区学院,Riverland Community College
里彭学院,Ripon College
洛杉矶音乐学院,Los Angeles College of Music
雷德兰兹大学,University of Redlands
林恩-本顿社区学院,Linn-Benton Community College
罗斯福大学,Roosevelt University
洛杉矶电影学院,The Los Angeles Film School
拉罗什大学,La Roche University
路易斯安那圣泽维尔大学,Xavier University of Louisiana
冷泉港实验室,Cold Spring Harbor Laboratory
拉萨尔大学,La Salle University
莱特州立大学,Wright State University
路易斯克拉克学院,Lewis and Clark College
拉斯维加斯塔斯学院,Las Positas College
林肯大学（加利福尼亚州）,Lincoln University
洛马琳达大学,Loma Linda University
洛杉矶城市学院,Los Angeles City College
洛杉矶海港学院,Los Angeles Harbor College
罗恩大学,Rowan University
莱斯大学,Rice University
联合大学,Union University
罗格斯新泽西州立大学,Rutgers  The State University of New Jersey
莱斯利大学,Lesley University
里海大学,Lehigh University
罗诺克学院,Roanoke College
李大学,Lee University
罗德学院,Rhodes College
洛干大学,Logan University
赖特学院,The Wright Institute
罗切斯特大学,University of Rochester
洛约拉玛丽蒙特大学,Loyola Marymount University
路易斯安那理工大学,Louisiana Tech University
黎巴嫩谷学院,Lebanon Valley College
罗莎琳德富兰克林医科大学,Rosalind Franklin University of Medicine and Science
利康明学院,Lycoming College
雷恩社区学院,Lane Community College
拉塞尔大学,Lasell University
路易斯堡学院,Fort Lewis College
林肯基督教大学,Lincoln Christian University
绿河学院,Green River College
利哈伊碳社区学院,Lehigh Carbon Community College
联合学院（纽约州）,Union College (New York)
罗克福德大学,Rockford University
路德学院,Luther College
林恩大学,Lynn University
朗沃德大学,Longwood University
路易斯克拉克州立大学,Lewis-Clark State College
密尔沃基艺术与设计学院,Milwaukee Institute of Art and Design
梅瑞迪斯学院,Meredith College
马萨诸塞文科学院,Massachusetts College of Liberal Arts
麻省综合医院健康职业学院,MGH Institute of Health Professions
莫里斯郡学院,County College of Morris
蒙大拿州立大学北部分校,Montana State University Northern
马格纳斯学院,Albertus Magnus College
美国公共大学系统,American Public University System
美国马里兰东海岸大学,University of Maryland Eastern Shore
玛丽蒙特大学,Marymount University
莫尔豪斯学院,Morehouse College
玛赫西国际大学,Maharishi International University
马歇尔敦社区学院,Marshalltown Community College
缅因大学法明顿分校,University of Maine at Farmington
莫瑞州立大学,Murray State University
密歇根大学迪尔伯恩分校,The University of Michigan  Dearborn
蒙莫斯学院,Monmouth College
密尔斯学院,Mills College
梅西赫斯特大学,Mercyhurst University
密尔沃基工程学院,Milwaukee School of Engineering
马萨诸塞大学达特茅斯分校,University of Massachusetts Dartmouth
莫德斯托专科学院,Modesto Junior College
穆尔帕克学院,Moorpark College
芒特圣安东尼奥学院,Mt San Antonio College
芒特圣哈辛托学院,Mt. San Jacinto College
梅奥临床医学院,Mayo Clinic College of Medicine and Science
米德兰大学,Midland University
马萨诸塞大学波士顿分校,University of Massachusetts Boston
孟菲斯大学,The University of Memphis
密苏里大学堪萨斯分校,University of Missouri-Kansas City
密苏里大学圣路易斯分校,University of Missouri-St. Louis
马萨诸塞大学罗威尔分校,University of Massachusetts Lowell
蒙大拿大学密苏拉分校,The University of Montana-Missoula
美国创价大学,Soka University of America
玛丽大学,University of Mary
美属萨摩亚社区学院,American Samoa Community College
密涅瓦大学,Minerva University
莫里斯学院,Morris College
马萨诸塞大学陈氏医学院,University of Massachusetts Chan Medical School
蒙哥马利郡社区学院,Montgomery County Community College
密歇根大学弗林特分校,The University of Michigan  Flint
梅里特学院,Merritt College
默塞徳学院,Merced College
米德尔伯里学院,Middlebury College
密苏里科技大学,Missouri University of Science and Technology
麦迪逊区技术学院,Madison Area Technical College
玛丽华盛顿大学,University of Mary Washington
穆伦堡学院,Muhlenberg College
密利克大学,Millikin University
迈阿密达德学院,Miami Dade College
玛丽哈丁贝勒大学,University of Mary Hardin-Baylor
摩拉维亚大学,Moravian University
马尔斯希尔大学,Mars Hill University
玛丽埃塔学院,Marietta College
蒙大拿州立大学比灵斯分校,Montana State University Billings
密西西比女子大学,Mississippi University for Women
麦克尼斯州立大学,McNeese State University
马歇尔大学,Marshall University
麦当娜大学,Madonna University
米拉科斯塔学院,Mira Costa College
明尼苏达州立大学摩海德分校,Minnesota State University Moorhead
明尼苏达大学双城分校,University of Minnesota  Twin Cities
马里兰州圣玛丽学院,St. Mary's College of Maryland
迈阿密国际艺术与设计大学,Miami International University of Art and Design
美国军事大学,American Military University
密歇根理工大学,Michigan Technological University
麦卡莱斯特学院,Macalester College
蒙特克莱州立大学,Montclair State University
蒙特霍利奥克学院,Mount Holyoke College
密西西比大学,University of Mississippi
米尔萨普斯学院,Millsaps College
迈阿密大学（佛罗里达州）,University of Miami
蒙大拿州立大学波兹曼分校,Montana State University Bozeman
明尼苏达圣玛丽大学,Saint Mary's University of Minnesota
曼哈顿音乐学院,Manhattan School of Music
玛丽伍德大学,Marywood University
莫海德州立大学,Morehead State University
密西西比州立大学,Mississippi State University
曼哈顿学院,Manhattan College
明尼苏达大学莫里斯分校,University of Minnesota  Morris
麻省理工学院,Massachusetts Institute of Technology
马凯特大学,Marquette University
马里兰艺术学院,Maryland Institute College of Art
美利坚大学,The American University
缅因大学,The University of Maine
马里兰大学巴尔的摩郡分校,University of Maryland  Baltimore County
缅因大学普雷斯克艾尔分校,University of Maine at Presque Isle
梅萨社区学院,Mesa Community College
美国教育学院,American College of Education
摩尔艺术设计学院,Moore College of Art and Design
美洲中国文化医药学院,Academy of Chinese Culture and Health Sciences
密歇根州立大学,Michigan State University
马里兰大学帕克分校,University of Maryland  College Park
默瑟大学,Mercer University
美国电影学院,American Film Institute
密歇根大学,The University of Michigan
梅里马克学院,Merrimack College
密苏里浸会大学,Missouri Baptist University
民众大学,University of the People
弥赛亚大学,Messiah University
莫比尔大学,University of Mobile
美国海军学院,United States Naval Academy
摩西山大学,Mount Mercy University
麻省药科与健康科学大学,MCPHS University
曼隆学院,Menlo College
密苏里州立大学,Missouri State University
密苏里大学哥伦比亚分校,University of Missouri-Columbia
明尼苏达州立大学曼凯托分校,Minnesota State University  Mankato
蒙特圣文森大学,University of Mount Saint Vincent
门罗大学,Monroe University
密西西比学院,Mississippi College
玛丽蒙特曼哈顿学院,Marymount Manhattan College
莫霍克谷社区学院,Mohawk Valley Community College
门罗学院,Monroe College
门罗社区学院,Monroe Community College
迈阿密大学（俄亥俄州）,Miami University
马里斯特学院,Marist College
美国军事学院,United States Military Academy
马萨诸塞艺术与设计学院,Massachusetts College of Art and Design
马萨诸塞大学阿默斯特分校,University of Massachusetts Amherst
摩根州立大学,Morgan State University
马里兰洛约拉大学,Loyola University Maryland
美国天主教大学,The Catholic University of America
玛斯金格姆大学,Muskingum University
明尼苏达大学德鲁斯分校,University of Minnesota  Duluth
曼哈顿维尔学院,Manhattanville College
蒙莫斯大学,Monmouth University
慕迪圣经学院,Moody Bible Institute
麦克默里大学,McMurry University
明尼阿波利斯艺术设计学院,Minneapolis College of Art and Design
密苏里南部州立大学,Missouri Southern State University
明尼苏达大学克鲁克斯顿分校,University of Minnesota  Crookston
马丁路德学院,Martin Luther College
玛丽维尔学院,Maryville College
蒙特瓦洛大学,University of Montevallo
美国烹饪学院,The Culinary Institute of America
蒙哥马利学院,Montgomery College
马里兰大学巴尔的摩分校,University of Maryland  Baltimore
纽约法学院,New York Law School
南卡罗莱纳军事学院,The Citadel Military College of South Carolina
内布拉斯加卫理公会学院,Nebraska Methodist College
纽约州立大学时装技术学院,State University of New York  Fashion Institute of Technology
纽约利姆时装管理学院,LIM College
南达科他大学,The University of South Dakota
诺伊曼大学,Neumann University
纽约美术学院,New York Academy of Art
尼科尔斯州立大学,Nicholls State University
南卡罗来纳医科大学,Medical University of South Carolina
纽约州立大学海事学院,State University of New York Maritime College
纳穆尔圣母大学,Notre Dame de Namur University
南卫理公会大学,Southern Methodist University
内华达大学拉斯维加斯分校,University of Nevada  Las Vegas
南密西西比大学,The University of Southern Mississippi
纽约市立大学约克学院,York College of the City University of New York
南拿撒勒大学,Southern Nazarene University
南卡罗莱纳大学哥伦比亚分校,University of South Carolina-Columbia
南方学院,South College
纽约州立大学理工学院,State University of New York Polytechnic Institute
纽柏利学院,Newberry College
纽约州立大学法明代尔州立学院,State University of New York  Farmingdale State College
南部浸会神学院,The Southern Baptist Theological Seminary
纽约州立大学上州医科大学,State University of New York Upstate Medical University
那洛巴大学,Naropa University
纽约州立大学布法罗分校,State University of New York at Buffalo
纽约市立大学拉瓜迪亚社区学院,LaGuardia Community College of the City University of New York
纽约市立大学纽约市立技术学院,The City University of New York  New York City College of Technology
纽约市立大学皇后学院,The City University of New York  Queens College
纽约市立大学皇后区社区学院,Queensborough Community College of the City University of New York
南达科他矿业与技术学院,South Dakota School of Mines and Technology
纽约州立大学杰尼索欧分校,State University of New York at Geneseo
南达科他州立大学,South Dakota State University
纽黑文大学,University of New Haven
南内华达学院,College of Southern Nevada
内布拉斯加大学奥马哈分校,University of Nebraska-Omaha
南阿拉巴马大学,The University of South Alabama
南犹他大学,Southern Utah University
纽约中医学院,New York College of Traditional Chinese Medicine
南佛罗里达大学,University of South Florida
南卡罗莱纳州立大学,South Carolina State University
南方大学,South University
南方大学与农工学院,Southern University and A & M College
南印第安纳大学,University of Southern Indiana
南普吉湾社区学院,South Puget Sound Community College
南查尔斯顿大学,Charleston Southern University
南卡罗莱纳大学上州分校,University of South Carolina Upstate
南卡罗莱纳大学艾肯分校,University of South Carolina-Aiken
南伊利诺伊大学卡本代尔分校,Southern Illinois University Carbondale
纽约市立大学约翰杰伊刑事司法学院,The City University of New York  John Jay College of Criminal Justice
纽约州立大学科贝尔斯基农业技术学院,State University of New York College of Agriculture and Technology at Cobleskill
南加利福尼亚先锋大学,Vanguard University of Southern California
内布拉斯加大学医学中心,University of Nebraska Medical Center
内布拉斯加大学科尼分校,The University of Nebraska at Kearney
诺威治大学,Norwich University
南阿肯色大学,Southern Arkansas University
诺斯伍徳大学,Northwood University
南康涅狄格州立大学,Southern Connecticut State University
南加利福尼亚建筑学院,Southern California Institute of Architecture
纽约州立大学石溪分校,State University of New York at Stony Brook
南湾中医药大学,South Baylo University
南西雅图社区学院,South Seattle Community College
纽约健康职业学院,New York College of Health Professions
南加利福尼亚州立大学,Southern California State University
诺克斯学院,Knox College
纽约州立大学环境科学与林业学院,State University of New York College of Environmental Science and Forestry
纽约州立大学宾汉姆顿分校,State University of New York at Binghamton
南伊利诺伊大学爱德华兹维尔分校,Southern Illinois University Edwardsville
尼亚加拉大学,Niagara University
纽约圣约瑟夫学院,Saint Joseph's College  New York
纽约州立大学弗雷多尼亚分校,State University of New York at Fredonia
纽约州立大学古西堡学院,State University of New York College at Old Westbury
纽约州立大学奥斯威戈分校,State University of New York at Oswego
纽约州立大学波兹坦分校,State University of New York  College at Potsdam
纽约州立大学莫里斯维尔农业技术学院,State University of New York College of Agriculture & Technology at Morrisville
纽约州立大学视光学院,State University of New York College of Optometry
南新罕布什尔大学,Southern New Hampshire University
纽约市立大学巴鲁克学院,Baruch College of the City University of New York
南俄勒冈大学,Southern Oregon University
南西雅图学院,South Seattle College
纽约市立大学费烈罗H.拉瓜迪亚社区学院,Fiorello H. LaGuardia Community College of the City University of New York
纽约电影学院,New York Film Academy
纽约州立大学布法罗州立大学,State University of New York Buffalo State University
纽约州立大学帕切斯分校,State University of New York College at Purchase
南加利福尼亚大学,University of Southern California
纽约州立大学纽帕兹分校,State University of New York New Paltz
诺福克州立大学,Norfolk State University
纽约州立大学奥尔巴尼分校,State University of New York at Albany
内华达大学里诺分校,University of Nevada  Reno
拿撒勒大学,Nazareth University
诺思兰学院,Northland College
南哥伦比亚大学,Columbia Southern University
南原学院,South Plains College
南缅因大学,University of Southern Maine
纽约大都会学院,Metropolitan College of New York
纽约州立大学拿骚社区学院,Nassau Community College  State University of New York College
纽约理工学院,New York Institute of Technology
纽约医学院,New York Medical College
纽约德锐学院,DeVry College of New York
南基督复临大学,Southern Adventist University
纽约大学,New York University
纽约市立大学金斯堡社区学院,Kingsborough Community College of the City University of New York
纽约室内设计学院,New York School of Interior Design
诺瓦东南大学,Nova Southeastern University
纽约市立大学曼哈顿社区学院,The City University of New York  Borough of Manhattan Community College
纽约市立大学布朗克斯社区学院,The City University of New York  Bronx Community College
纽约市立大学布鲁克林学院,The City University of New York  Brooklyn College
纽约市立大学研究生院及大学中心,The City University of New York  The Graduate School and University Center
南方大学新奥尔良分校,Southern University at New Orleans
内布拉斯加大学林肯分校,The University of Nebraska-Lincoln
欧道明大学,Old Dominion University
欧克伍德大学,Oakwood University
欧扎克基督学院,Ozark Christian College
欧扎克斯学院,College of the Ozarks
帕西菲卡研究所,Pacifica Graduate Institute
帕萨迪纳城市学院,Pasadena City College
皮特泽学院,Pitzer College
匹兹堡州立大学,Pittsburg State University
佩波戴恩大学,Pepperdine University
皮尔斯学院,Pierce College
彭萨科拉基督学院,Pensacola Christian College
普渡大学全球分校,Purdue University Global
帕默脊骨神经医学院（西校区）,Palmer College of Chiropractic (West Campus)
彭萨科拉州立学院,Pensacola State College
普罗维登斯学院,Providence College
皮马社区学院,Pima Community College
派里希比州立社区学院,Pellissippi State Community College
普利维尔农工大学,Prairie View A&M University
普吉特海湾大学,University of Puget Sound
普利茅斯州立大学,Plymouth State University
彭萨科拉基督教学院,Pensacola Christian College
帕默脊骨神经医学院（佛罗里达校区）,Palmer College of Chiropractic (Florida Campus)
帕洛阿尔托大学,Palo Alto University
普拉特学院,Pratt Institute
普渡大学西北分校,Purdue University Northwest
普斯特大学,Post University
帕克大学,Parker University
普雷斯科特学院,Prescott College
帕克兰学院,Parkland College
派克维尔大学,University of Pikeville
普渡大学韦恩堡分校,Purdue University Fort Wayne
佩斯大学,Pace University
匹兹堡大学,The University of Pittsburgh
普渡大学,Purdue University
普林斯顿大学,Princeton University
乔治亚法庭大学,Georgian Court University
乔治敦学院,Georgetown College
桥水州立大学,Bridgewater State University
乔治华盛顿大学,The George Washington University
桥港大学,University of Bridgeport
乔治敦大学,Georgetown University
乔治梅森大学,George Mason University
乔治福克斯大学,George Fox University
瑞格林艺术与设计学院,Ringling College of Art and Design
瑞吉斯大学,Regis University
瑞德福大学,Radford University
瑞吉斯学院,Regis College
若林斯学院,Rollins College
仁斯利尔理工学院,Rensselaer Polytechnic Institute
瑞德大学,Rider University
瑞金大学,Regent University
日内瓦学院,Geneva College
萨尔夫里贾纳大学,Salve Regina University
圣泽维尔大学,Saint Xavier University
森特学院,Centre College
圣达菲学院,Santa Fe College
塞勒姆学院,Salem College
塞拉斯大学,Salus University
圣约翰学院,St. John's College
生命大学,Life University
圣使徒神学院,Holy Apostles College and Seminary
斯波坎社区学院,Spokane Community College
斯普林奥博大学,Spring Arbor University
圣奥古斯汀健康科学大学,University of St. Augustine for Health Sciences
斯巴达航空技术学院,Spartan College of Aeronautics and Technology
斯诺学院,Snow College
圣巴巴拉城市学院,Santa Barbara City College
圣母大学,University of Notre Dame
圣约瑟夫大学（康涅狄格州）,University of Saint Joseph (Connecticut)
圣约瑟夫学院（缅因州）,Saint Joseph's College of Maine
索尔兹伯里大学,Salisbury University
沙漠学院,College of the Desert
圣马泰奥学院,College of San Mateo
圣爱德华大学,St. Edward's University
索菲亚大学,Sofia University
三一国际大学,Trinity International University
圣安瑟伦学院,Saint Anselm College
斯特雷耶大学,Strayer University
斯克里普斯研究所,The Scripps Research Institute
圣弗朗西斯大学韦恩堡分校,University of Saint Francis-Fort Wayne
圣心大学,Sacred Heart University
沙利文大学,Sullivan University
史蒂文斯理工学院,Stevens Institute of Technology
圣弗朗西斯学院,St. Francis College
圣玛丽山学院,Mount Saint Mary College
圣马丁大学,Saint Martin's University
圣克拉拉大学,Santa Clara University
圣十字学院,Holy Cross College
史丹森大学,Stetson University
萨拉劳伦斯学院,Sarah Lawrence College
塞波特学院,Chabot College
斯道尔斯医学研究所,Stowers Institute for Medical Research
斯卡吉特谷学院,Skagit Valley College
圣母湖女子大学,Our Lady of the Lake University
圣贝尼迪克学院,College of Saint Benedict
斯坦福大学,Stanford University
圣文德大学,St. Bonaventure University
三一大学,Trinity University
圣路易斯玛丽维尔大学,Maryville University of Saint Louis
萨基诺州立大学,Saginaw Valley State University
圣地亚哥大学,University of San Diego
圣玛丽大学,St. Mary's University
圣地亚哥州立大学,San Diego State University
圣路易斯华盛顿大学,Washington University in St. Louis
三角洲州立大学,Delta State University
圣地亚哥基督学院,San Diego Christian College
生命脊骨神经医学院（西部）,Life Chiropractic College West
圣克劳德州立大学,St. Cloud State University
森坦纳瑞大学,Centenary University
斯波坎瀑布社区学院,Spokane Falls Community College
石山学院,Stonehill College
首都大学,Capital University
斯伯丁大学,Spalding University
萨凡纳州立大学,Savannah State University
圣心大学（波多黎各）,University of the Sacred Heart
圣玛丽山大学,Mount Saint Mary's University
圣托马斯大学（明尼苏达州）,University of St. Thomas
萨凡纳艺术与设计学院,Savannah College of Art and Design
萨福克大学,Suffolk University
视觉艺术学院,School of Visual Arts
斯克兰顿大学,University of Scranton
圣约瑟夫大学,Saint Joseph's University
三一学院,Trinity College
桑福德大学,Samford University
萨克拉门托市立学院,Sacramento City College
萨德尔巴克学院,Saddleback College
塞缪尔梅里特学院,Samuel Merritt University
圣荷塞市立学院,San Jose City College
圣何塞州立大学,San Jose State University
圣莫尼卡学院,Santa Monica College
圣迈克尔学院,Saint Michael's College
塞勒姆州立大学,Salem State University
圣弗朗西斯大学（伊利诺伊州）,University of St. Francis
圣罗莎初级学院,Santa Rosa Junior College
圣地亚哥峡谷学院,Santiago Canyon College
斯克里普斯学院,Scripps College
圣路易斯大学,Saint Louis University
圣斯科勒斯蒂卡学院,The College of Saint Scholastica
圣约翰大学,St. John's University
圣彼得大学,Saint Peter's University
塞布鲁克大学,Saybrook University
三一基督学院,Trinity Christian College
圣道大学,University of the Incarnate Word
斯克德摩尔学院,Skidmore College
圣劳伦斯大学,St. Lawrence University
萨福克郡社区学院,Suffolk County Community College
沙利文郡社区大学,Sullivan County Community College
圣凯瑟琳大学,St. Catherine University
圣彼得堡学院,St. Petersburg College
苏富比艺术学院,Sotheby's Institute of Art
塞伦大学,Salem University
上爱荷华大学,Upper Iowa University
圣保罗西北大学,University of Northwestern - St.Paul
斯佩尔曼学院,Spelman College
斯托本弗朗西斯大学,Franciscan University of Steubenville
圣里奥大学,Saint Leo University
圣玛丽学院,Saint Mary's College
圣托马斯大学（德克萨斯州）,University of St. Thomas
圣安布鲁斯大学,St. Ambrose University
圣奥拉夫学院,St. Olaf College
山姆休斯敦州立大学,Sam Houston State University
斯提芬奥斯汀州立大学,Stephen F. Austin State University
苏尔罗斯州立大学,Sul Ross State University
萨斯克汉那大学,Susquehanna University
斯托克顿大学,Stockton University
圣托马斯大学（佛罗里达州）,St. Thomas University
斯沃斯莫尔学院,Swarthmore College
史密斯学院,Smith College
山南道大学,Shenandoah University
圣地亚哥设计研究所,Design Institute of San Diego
萨尔瓦多卡米诺学院,El Camino College
神学研究联盟,Graduate Theological Union
圣托马斯大学,Saint Thomas University
圣弗朗西斯大学（宾夕法尼亚州）,Saint Francis University
索诺玛州立大学,Sonoma State University
塔夫茨大学,Tufts University
天普大学,Temple University
坦帕大学,The University of Tampa
太平洋诸州大学,Pacific States University
太平洋联合学院,Pacific Union College
特洛伊大学,Troy University
特拉华州立大学,Delaware State University
塔尔萨大学,The University of Tulsa
特拉华大学,University of Delaware
田纳西理工大学,Tennessee Technological University
托马斯阿奎那斯学院,Thomas Aquinas College
特洛伊州立大学,Troy State University
太平洋大学（俄勒冈州）,Pacific University
天主教神学联盟,Catholic Theological Union
田纳西大学诺克斯维尔分校,The University of Tennessee  Knoxville
塔拉哈西社区学院,Tallahassee Community College
塔勒顿州立大学,Tarleton State University
田纳西大学健康医学中心,The University of Tennessee Health Science Center
塔科马社区学院,Tacoma Community College
特里夫卡拿撒勒大学,Trevecca Nazarene University
特尔学院,Thiel College
特兰西瓦尼亚大学,Transylvania University
托莱多大学,The University of Toledo
陶格鲁学院,Tougaloo College
托罗大学,Touro University
檀香山夏曼纳德大学,Chaminade University of Honolulu
托马斯杰弗逊大学,Thomas Jefferson University
托马斯杰弗逊法学院,Thomas Jefferson School of Law
特拉华社区技术学院,Delaware Technical Community College
天使学院工业城校区,Angeles College  City of Industry
泰勒大学,Taylor University
田纳西大学马丁分校,The University of Tennessee at Martin
陶森大学,Towson University
太平洋路德大学,Pacific Lutheran University
田纳西州立大学,Tennessee State University
托马斯大学,Thomas University
太平洋大学（加利福尼亚州）,University of the Pacific
托科阿瀑布学院,Toccoa Falls College
特拉华谷大学,Delaware Valley University
田纳西大学查塔努加分校,The University of Tennessee at Chattanooga
太平洋健康与科学学院,Pacific College of Health and Science
托马斯爱迪生州立大学,Thomas Edison State University
威顿学院（马萨诸塞州）,Wheaton College (Massachusetts)
威奇塔州立大学,Wichita State University
沃西本恩大学,Washburn University
威斯康星路德学院,Wisconsin Lutheran College
威诺纳州立大学,Winona State University
瓦尔帕莱索大学,Valparaiso University
威廉伍德大学,William Woods University
威斯康星大学史蒂文分校,University of Wisconsin-Stevens Point
沃伦威尔逊学院,Warren Wilson College
温斯洛普大学,Winthrop University
威斯康星大学拉克罗斯分校,University of Wisconsin-La Crosse
伍德圣玛丽学院,Saint Mary-of-the-Woods College
威斯康星大学苏必利尔分校,University of Wisconsin-Superior
温特沃斯理工学院,Wentworth Institute of Technology
威廉杰瑟普大学,William Jessup University
威斯敏斯特神学院,Westminster Theological Seminary
温盖特大学,Wingate University
乌尔苏拉学院,Ursuline College
威斯康星大学河城分校,University of Wisconsin-River Falls
卫理公会大学,Methodist University
渥太华大学,Ottawa University
维特博大学,Viterbo University
卫斯理安学院,Wesleyan College
韦伯州立大学,Weber State University
威斯康星大学白水分校,University of Wisconsin-Whitewater
韦德纳大学,Widener University
韦伯斯特大学,Webster University
威廉玛丽学院,The College of William and Mary
威顿堡大学,Wittenberg University
韦兰浸会大学,Wayland Baptist University
威斯康星大学绿湾分校,University of Wisconsin-Green Bay
威斯康星大学斯托特分校,University of Wisconsin-Stout
威斯康星大学帕克赛德分校,University of Wisconsin-Parkside
伍斯特学院,The College of Wooster
温斯顿萨勒姆州立大学,Winston-Salem State University
威斯蒙特学院,Westmont College
威斯康星医学院,The Medical College of Wisconsin
韦恩州立大学,Wayne State University
沃尔什会计与工商管理学院,Walsh College of Accountancy and Business Administration
韦恩斯堡大学,Waynesburg University
威彻斯特社区学院,Westchester Community College
威廉姆斯学院,Williams College
威拉姆特大学,Willamette University
威斯康星大学奥什科什分校,University of Wisconsin-Oshkosh
五系大学,Five Branches University  Graduate School of Traditional Chinese Medicine
卫斯理大学,Wesleyan University
瓦萨尔学院,Vassar College
韦兰诺瓦大学,Villanova University
沃恩航空科技学院,Vaughn College of Aeronautics and Technology
威明顿大学,Wilmington University
威顿学院（伊利诺伊州）,Wheaton College
威廉凯瑞大学,William Carey University
温森斯大学,Vincennes University
Won研究学院,The Won Institute of Graduate Studies
威廉贾威尔学院,William Jewell College
伍佛德学院,Wofford College
威斯康星大学欧克莱尔分校,University of Wisconsin-Eau Claire
沃希托浸会大学,Ouachita Baptist University
瓦尔多斯塔州立大学,Valdosta State University
威廉姆森学院,Williamson College
威尔克斯大学,Wilkes University
伍斯特州立大学,Worcester State University
乌尔辛纳斯学院,Ursinus College
威斯康星大学普拉特维尔分校,University of Wisconsin-Platteville
威斯康星大学麦迪逊分校,University of Wisconsin-Madison
威斯康星大学密尔沃基分校,University of Wisconsin-Milwaukee
沃特伯格学院,Wartburg College
韦斯特菲尔德州立大学,Westfield State University
瓦格纳学院,Wagner College
沃什特瑙社区学院,Washtenaw Community College
伍斯特理工学院,Worcester Polytechnic Institute
伍德伯里大学,Woodbury University
威廉匹斯大学,William Peace University
韦纳奇谷学院,Wenatchee Valley College
维克技术社区学院,Wake Technical Community College
威尔斯利学院,Wellesley College
维利学院,Wiley College
沃巴什学院,Wabash College
韦伯国际大学,Webber International University
沃拉沃拉大学,Walla Walla University
维克森林大学,Wake Forest University
西阿拉巴马大学,University of West Alabama
新建筑与设计学院,NewSchool of Architecture and Design
西方学院,Occidental College
新墨西哥矿业技术学院,New Mexico Institute of Mining and Technology
西华盛顿大学,Western Washington University
新墨西哥大学,The University of New Mexico
新奥尔良大学,University of New Orleans
西佛罗里达大学,The University of West Florida
夏洛特皇后大学,Queens University of Charlotte
新河社区学院,New River Community College
西敏斯特学院（犹他州）,Westminster College
新英格兰学院,New England College
西北大学（华盛顿州）,Northwest University
先进技术大学,University of Advancing Technology
西北太平洋艺术学院,Pacific Northwest College of Art
新泽西理工学院,New Jersey Institute of Technology
新奥尔良洛约拉大学,Loyola University New Orleans
西部大学,University of the West
西德克萨斯农工大学,West Texas A&M University
西雅图大学,Seattle University
新泽西瑞曼波学院,Ramapo College of New Jersey
新泽西城市大学,New Jersey City University
西雅图太平洋大学,Seattle Pacific University
西洛杉矶大学,University of West Los Angeles
西雅图城市大学,City University of Seattle
西南社区学院,Southwestern Community College
西部州长大学,Western Governors University
西北大学,Northwestern University
锡耶拉学院,Sierra College
辛辛那提大学,University of Cincinnati
西勒斯学院,Citrus College
休斯顿大学,The University of Houston
西蒙斯大学,Simmons University
西达克瑞斯特学院,Cedar Crest College
新泽西学院,The College of New Jersey
谢伯德大学,Shepherd University
新佛罗里达学院,New College of Florida
西北阿肯色社区学院,Northwest Arkansas Community College
西南俄勒冈社区学院,Southwestern Oregon Community College
西密苏里州立大学,Missouri Western State University
夏威夷大学希罗分校,University of Hawaii at Hilo
西南基督大学,Southwestern Christian University
西蒙洛克巴德学院,Bard College at Simon's Rock
新英格兰大学,University of New England
新特格莱斯卡大学,Sinte Gleska University
西顿大学,Seton Hall University
锡耶纳高地大学,Siena Heights University
席勒国际大学,Schiller International University
西俄勒冈大学,Western Oregon University
雪兰社区学院,Shoreline Community College
西北密苏里州立大学,Northwest Missouri State University
西佐治亚大学,University of West Georgia
西新墨西哥大学,Western New Mexico University
夏威夷太平洋大学,Hawaii Pacific University
新英格兰视光学院,The New England College of Optometry
峡谷学院,College of the Canyons
夏威夷大学马诺分校,University of Hawaii at Manoa
希望国际大学,Hope International University
休斯敦基督教大学,Houston Christian University
西新英格兰大学,Western New England University
西雅图中央学院,Seattle Central College
西南学院（堪萨斯州）,Southwestern College
