chinese_name,english_name
西伯利亚国立体育与运动大学,Siberian State University of Physical Culture and Sports
西伯利亚国立地球系统与技术大学,Siberian State University of Geosystems and Technologies
西伯利亚国立工业大学,Siberian State Industrial University
西伯利亚国立水运大学,Siberian State University of Water Transport
西伯利亚国立电信与信息大学,Siberian State University of Telecommunications and Informatics
西伯利亚国立科技大学,Reshetnev Siberian State University of Science and Technology
西伯利亚消费合作大学,Siberian University of Consumer Cooperation
西伯利亚联邦大学,Siberian Federal University
西伯利亚赫沃罗斯托夫斯基国立艺术学院,Siberian State Institute of Arts named after Dmitry Hvorostovsky
西北国立医科大学,North-Western State Medical University named after I.I. Mechnikov
西南国立大学,Southwest State University
诺夫哥罗德国立大学,Yaroslav-the-Wise Novgorod State University
贝加尔国立大学,Baikal State University
车里雅宾斯克国立大学,Chelyabinsk State University
车里雅宾斯克国立文化学院,Chelyabinsk State Institute of Culture
达吉斯坦国立人民经济大学,Dagestan State University of National Economy
达吉斯坦国立大学,Dagestan State University
达吉斯坦国立师范大学,Dagestan State Pedagogical University
达吉斯坦国立技术大学,Dagestan State Technical University
迈科普国立工艺大学,Maikop State Technological University
远东国立交通大学,Far Eastern State Transport University
远东国立体育学院,Far Eastern State Academy of Physical Culture
远东国立农业大学,Far Eastern State Agrarian University
远东国立渔业技术大学,Far Eastern State Technical Fisheries University
远东国立艺术学院,Far Eastern State Institute of Arts
远东联邦大学,Far Eastern Federal University
鄂木斯克人文学院,Omsk Humanitarian Academy
鄂木斯克国立交通大学,Omsk State Transport University
鄂木斯克国立农业大学,Omsk State Agrarian University
鄂木斯克国立大学,Dostoevsky Omsk State University
鄂木斯克国立师范大学,Omsk State Pedagogical University
鄂木斯克国立技术大学,Omsk State Technical University
阿列赫姆国立大学,Sholom-Aleichem Priamursky State University
阿尔泰国立农业大学,Altai State Agricultural University
阿尔泰国立医科大学,Altai State Medical University
阿尔泰国立大学,Altai State University
阿尔泰国立师范大学,Altai State Pedagogical University
阿尔泰国立技术大学,Altai State Technical University
阿尔泰国立文化学院,Altai State Institute of Culture
阿尔马维尔语言社会学院,Armavir Linguistic Social Institute
阿斯特拉罕国立大学,Astrakhan State University
阿斯特拉罕国立技术大学,Astrakhan State Technical University
阿斯特拉罕国立音乐学院,Astrakhan State Conservatory
阿玛维尔国立师范大学,Armavir State Pedagogical University
阿穆尔国立人文师范大学,Amur State University of Humanities and Pedagogy
阿穆尔国立医学院,Amur State Medical Academy
阿穆尔国立大学,Amur State University
阿穆尔河畔共青城国立大学,Komsomolsk-on-Amur State University
阿迪格国立大学,Adyghe State University
陆军教学科研中心“俄罗斯联邦武装力量朱可夫勋章多兵种合成学院”,Combined Arms Academy of the Armed Forces of the Russian Federation
陶里亚蒂国立大学,Togliatti State University
雅罗斯拉夫尔国立医科大学,Yaroslavl State Medical University
雅罗斯拉夫尔国立大学,Yaroslavl State University
雅罗斯拉夫尔国立师范大学,Yaroslavl State Pedagogical University
雅罗斯拉夫尔国立技术大学,Yaroslavl State Technical University
顿河国立技术大学,Don State Technical University
马格尼托哥尔斯克国立音乐学院,Magnitogorsk State Conservatory (Academy) named after M.I. Glinka
马格尼托戈尔斯克国立技术大学,Magnitogorsk State Technical University named after G.I. Nosov
马里国立大学,Mari State University
高加索人民友谊学院,Institute of Friendship of Peoples of the Caucasus
高尔基文学院,Gorky Institute of Literature
高能物理研究所,Institute for High Energy Physics
