chinese_name,english_name
湖南第一师范学院,Hunan First Normal University
湖南医药学院,Hunan University of Medicine
湖南涉外经济学院,Hunan International Economics University
湘潭大学兴湘学院,"Xingxiang College, Xiangtan University"
湖南工业大学科技学院,
湖南科技大学潇湘学院,
南华大学船山学院,
湘潭理工学院,
长沙工业学院,
湖南农业大学东方科技学院,
中南林业科技大学涉外学院,
常德学院,
岳阳学院,
衡阳师范学院南岳学院,
湖南工程学院应用技术学院,
湖南中医药大学湘杏学院,"Xiangxin College, Hunan University of Traditional Chinese Medicine"
张家界学院,
长沙理工大学城南学院,
长沙师范学院,Changsha Normal University
湖南应用技术学院,Hunan Applied Technology University
湖南信息学院,Hunan Institute of Information Technology
湖南交通工程学院,Hunan Institute of Traffic Engineering
湖南软件职业技术大学,
湖南汽车工程职业大学,
长沙科技学院,
湘中幼儿师范高等专科学校,
长沙民政职业技术学院,
湖南工业职业技术学院,
株洲师范高等专科学校,
湖南信息职业技术学院,
湖南税务高等专科学校,
湖南冶金职业技术学院,
长沙航空职业技术学院,
湖南大众传媒职业技术学院,
永州职业技术学院,
湖南铁道职业技术学院,
湖南科技职业学院,
湖南生物机电职业技术学院,
湖南交通职业技术学院,
湖南商务职业技术学院,
湖南体育职业学院,
湖南工程职业技术学院,
保险职业学院,
湖南外贸职业学院,
湖南网络工程职业学院,
邵阳职业技术学院,
湖南司法警官职业学院,
长沙商贸旅游职业技术学院,
湖南环境生物职业技术学院,
湖南邮电职业技术学院,
湘潭医卫职业技术学院,
郴州职业技术学院,
娄底职业技术学院,
张家界航空工业职业技术学院,
长沙环境保护职业技术学院,
湖南艺术职业学院,
湖南机电职业技术学院,
长沙职业技术学院,
怀化职业技术学院,
岳阳职业技术学院,
常德职业技术学院,
长沙南方职业学院,
潇湘职业学院,
湖南化工职业技术学院,
湖南城建职业技术学院,
湖南石油化工职业技术学院,
湖南中医药高等专科学校,
湖南民族职业学院,
湘西民族职业技术学院,
湖南财经工业职业技术学院,
益阳职业技术学院,
湖南工艺美术职业学院,
湖南九嶷职业技术学院,
湖南理工职业技术学院,
长沙电力职业技术学院,
湖南水利水电职业技术学院,
湖南现代物流职业技术学院,
湖南高速铁路职业技术学院,
湖南铁路科技职业技术学院,
湖南安全技术职业学院,
湖南电气职业技术学院,
湖南外国语职业学院,
益阳医学高等专科学校,
湖南都市职业学院,
湖南电子科技职业学院,
湖南国防工业职业技术学院,
湖南高尔夫旅游职业学院,
湖南工商职业学院,
湖南三一工业职业技术学院,
长沙卫生职业学院,
湖南食品药品职业学院,
湖南有色金属职业技术学院,
湖南吉利汽车职业技术学院,
湖南幼儿师范高等专科学校,
湘南幼儿师范高等专科学校,
湖南劳动人事职业学院,
怀化师范高等专科学校,
永州师范高等专科学校,
衡阳幼儿师范高等专科学校,
长沙幼儿师范高等专科学校,
益阳师范高等专科学校,
娄底幼儿师范高等专科学校,
常德科技职业技术学院,
邵阳工业职业技术学院,
长沙轨道交通职业学院,
长沙文创艺术职业学院,
岳阳现代服务职业学院,
郴州思科职业学院,
衡阳科技职业学院,
怀化工商职业技术学院,
湘潭科技职业学院,
长沙医药健康职业学院,
长沙科技职业学院,
株洲科技职业学院,
衡阳理工职业学院,
郴州智能科技职业学院,
岳阳科技职业学院,
邵阳通航职业技术学院,
中山大学,Sun Yat-sen University
暨南大学,Jinan University
汕头大学,Shantou University
华南理工大学,South China University of Technology
华南农业大学,South China Agricultural University
广东海洋大学,Guangdong Ocean University
广州医科大学,Guangzhou Medical University
广东医科大学,Guangdong Medical University
广州中医药大学,Guangzhou University of Chinese Medicine
广东药科大学,Guangdong Pharmaceutical University
华南师范大学,South China Normal University
韶关学院,Shaoguan University
惠州学院,Huizhou University
韩山师范学院,Hanshan Normal University
岭南师范学院,Lingnan Normal University
肇庆学院,Zhaoqing University
嘉应学院,Jiaying University
广州体育学院,Guangzhou Sport University
广州美术学院,Guangzhou Academy of Fine Arts
星海音乐学院,Xinghai Conservatory of Music
广东技术师范大学,Guangdong Polytechnic Normal University
深圳大学,Shenzhen University
广东财经大学,Guangdong University of Finance and Economics
广东白云学院,Guangdong Baiyun University
广州大学,Guangzhou University
广州航海学院,Guangzhou Maritime Institute
广东警官学院,Guangdong Police College
仲恺农业工程学院,Zhongkai University of Agriculture and Engineering
五邑大学,Wuyi University
广东金融学院,Guangdong University of Finance
电子科技大学中山学院,
广东石油化工学院,Guangdong University of Petrochemical Technology
东莞理工学院,Dongguan University of Technology
广东工业大学,Guangdong University of Technology
广东外语外贸大学,Guangdong University of Foreign Studies
佛山大学,
广东培正学院,
南方医科大学,Southern Medical University
广东东软学院,Neusoft Institute Guangdong
广州城市理工学院,
广州软件学院,
广州南方学院,
广东外语外贸大学南国商学院,
广州华商学院,
湛江科技学院,
华南农业大学珠江学院,"Zhujiang College, South China Agricultural University"
广州理工学院,
北京师范大学珠海分校,
广州华立学院,
广州应用科技学院,
广州商学院,Guangzhou College of Commerce
北京理工大学珠海学院,"Beijing Institute of Technology, Zhuhai"
珠海科技学院,Zhuhai College of Science and Technology
广州工商学院,Guangzhou College of Technology and Business
广州科技职业技术大学,
广东科技学院,Guangdong University of Science and Technology
广东理工学院,Guangdong Polytechnic College
广东工商职业技术大学,
东莞城市学院,
广州新华学院,
广东第二师范学院,
南方科技大学,Southern University of Science and Technology
深圳技术大学,Shenzhen Technology University
北京师范大学-香港浸会大学联合国际学院,BNU-HKBU United International College
香港科技大学（广州）,
香港中文大学（深圳）,"The Chinese University of Hong Kong, Shenzhen"
深圳北理莫斯科大学,Shenzhen MSU-BIT University
广东以色列理工学院,Guangdong Technion-Israel Institute of Technology
香港城市大学（东莞）,
深圳职业技术大学,
深圳理工大学,
肇庆医学院,
广东轻工职业技术大学,
顺德职业技术大学,
广州职业技术大学,
深圳信息职业技术大学,
大湾区大学,
广东交通职业技术学院,
广东水利电力职业技术学院,
潮汕职业技术学院,
广东南华工商职业学院,
私立华联学院,
广州民航职业技术学院,
广东松山职业技术学院,
广东农工商职业技术学院,
广东新安职业技术学院,
佛山职业技术学院,
广东科学技术职业学院,
广东食品药品职业学院,
广州康大职业技术学院,
珠海艺术职业学院,
广东行政职业学院,
广东体育职业技术学院,
广东职业技术学院,
广东建设职业技术学院,
广东女子职业技术学院,
广东机电职业技术学院,
广东岭南职业技术学院,
汕尾职业技术学院,
罗定职业技术学院,
阳江职业技术学院,
河源职业技术学院,
广东邮电职业技术学院,
汕头职业技术学院,
揭阳职业技术学院,
清远职业技术学院,
广东工贸职业技术学院,
广东司法警官职业学院,
广东亚视演艺职业学院,
广东省外语艺术职业学院,
广东文艺职业学院,
广州体育职业技术学院,
广州工程技术职业学院,
中山火炬职业技术学院,
江门职业技术学院,
茂名职业技术学院,
珠海城市职业技术学院,
广州涉外经济职业技术学院,
广州南洋理工职业学院,
惠州经济职业技术学院,
广州现代信息工程职业技术学院,
广东理工职业学院,
广州华南商贸职业学院,
广州华立科技职业学院,
广州城市职业学院,
广东工程职业技术学院,
广州铁路职业技术学院,
广东科贸职业学院,
广州科技贸易职业学院,
中山职业技术学院,
广州珠江职业技术学院,
广州松田职业学院,
广东文理职业学院,
广州城建职业学院,
东莞职业技术学院,
广东南方职业学院,
广州华商职业学院,
广州华夏职业学院,
广东环境保护工程职业学院,
广东青年职业学院,
广州东华职业学院,
广东创新科技职业学院,
广东艺术职业学院,
惠州卫生职业技术学院,
广东信息工程职业学院,
广东生态工程职业学院,
惠州城市职业学院,
广东碧桂园职业学院,
广东茂名健康职业学院,
广东酒店管理职业技术学院,
广东茂名幼儿师范专科学校,
广州卫生职业技术学院,
惠州工程职业学院,
广东江门中医药职业学院,
广东茂名农林科技职业学院,
广东江门幼儿师范高等专科学校,
广东财贸职业学院,
广州幼儿师范高等专科学校,
广东汕头幼儿师范高等专科学校,
广东梅州职业技术学院,
广东潮州卫生健康职业学院,
广东云浮中医药职业学院,
广东肇庆航空职业学院,
湛江幼儿师范专科学校,
珠海格力职业学院,
深圳城市职业学院,
广西大学,Guangxi University
广西科技大学,Guangxi University of Science and Technology
桂林电子科技大学,Guilin University of Electronic Technology
桂林理工大学,
广西医科大学,Guangxi Medical University
右江民族医学院,Youjiang Medical University for Nationalities
广西中医药大学,Guangxi University of Chinese Medicine
桂林医科大学,
广西师范大学,Guangxi Normal University
南宁师范大学,Nanning Normal University
广西民族师范学院,Guangxi Normal University for Nationalities
河池学院,Hechi University
玉林师范学院,Yulin Normal University
广西艺术学院,Guangxi Arts University
广西民族大学,Guangxi University for Nationalities
百色学院,Baise University
梧州学院,Wuzhou University
广西科技师范学院,Guangxi Science and Technology Normal University
广西财经学院,Guangxi University of Finance and Economics
南宁学院,Nanning University
北部湾大学,Beibu Gulf University
桂林航天工业学院,Guilin University of Aerospace Technology
桂林旅游学院,Guilin Tourism University
贺州学院,Hezhou University
广西警察学院,Guangxi Police College
北海艺术设计学院,Beihai College of Art and Design
广西农业职业技术大学,
柳州工学院,
广西民族大学相思湖学院,
桂林学院,Guilin University
南宁师范大学师园学院,
广西中医药大学赛恩斯新医药学院,"Faculty of Chinese Medicine Science, Guangxi University of Chinese Medicine"
桂林信息科技学院,
南宁理工学院,
广西外国语学院,Guangxi University of Foreign Languages
北京航空航天大学北海学院,
广西城市职业大学,
广西职业师范学院,
南宁职业技术大学,
柳州职业技术大学,
桂林师范学院,
桂林生命与健康职业技术学院,
广西机电职业技术学院,
广西体育高等专科学校,
广西水利电力职业技术学院,
广西职业技术学院,
广西生态工程职业技术学院,
广西交通职业技术学院,
广西工业职业技术学院,
广西国际商务职业技术学院,
柳州铁道职业技术学院,
广西建设职业技术学院,
广西现代职业技术学院,
北海职业学院,
桂林山水职业学院,
广西经贸职业技术学院,
广西工商职业技术学院,
广西演艺职业学院,
广西电力职业技术学院,
广西英华国际职业学院,
柳州城市职业学院,
百色职业学院,
广西工程职业学院,
广西理工职业技术学院,
梧州职业学院,
广西经济职业学院,
广西幼儿师范高等专科学校,
广西科技职业学院,
广西卫生职业技术学院,
广西培贤国际职业学院,
广西金融职业技术学院,
广西中远职业学院,
玉柴职业技术学院,
广西蓝天航空职业学院,
广西安全工程职业技术学院,
广西自然资源职业技术学院,
钦州幼儿师范高等专科学校,
梧州医学高等专科学校,
广西制造工程职业技术学院,
广西物流职业技术学院,
防城港职业技术学院,
广西信息职业技术学院,
广西农业工程职业技术学院,
北海康养职业学院,
崇左幼儿师范高等专科学校,
广西质量工程职业技术学院,
桂林信息工程职业学院,
玉林职业技术学院,
广西智能制造职业技术学院,
海南大学,Hainan University
海南热带海洋学院,Hainan Tropical Ocean University
海南师范大学,Hainan Normal University
海南医科大学,
海口经济学院,Haikou University of Economics
琼台师范学院,Qiongtai Normal University
三亚学院,University of Sanya
海南科技职业大学,
海南比勒费尔德应用科学大学,
海南警察学院,
海南洛桑旅游大学,
海南职业技术学院,
三亚城市职业学院,
海南软件职业技术学院,
海南政法职业学院,
海南外国语职业学院,
海南经贸职业技术学院,
海南工商职业学院,
三亚航空旅游职业学院,
三亚理工职业学院,
海南体育职业技术学院,
三亚中瑞酒店管理职业学院,
海南健康管理职业技术学院,
海南卫生健康职业学院,
海南东方新丝路职业学院,
海口旅游职业学院,
海南艺术职业学院,
三亚护理职业学院,
重庆大学,Chongqing University
重庆邮电大学,Chongqing University of Posts and Telecommunications
重庆交通大学,Chongqing Jiaotong University
重庆医科大学,Chongqing Medical University
西南大学,Southwest University
重庆师范大学,Chongqing Normal University
重庆文理学院,Chongqing University of Arts and Science
重庆三峡学院,Chongqing Three Gorges University
长江师范学院,
四川外国语大学,Sichuan International Studies University
西南政法大学,Southwest University of Political Science and Law
四川美术学院,Sichuan Fine Arts Institute
重庆科技大学,
重庆理工大学,Chongqing University of Technology
重庆工商大学,Chongqing Technology and Business University
重庆机电职业技术大学,
重庆工程学院,Chongqing Institute of Engineering
重庆城市科技学院,
重庆警察学院,Chongqing Police College
重庆人文科技学院,"Chongqing College of Humanities, Science and Technology"
重庆外语外事学院,
重庆对外经贸学院,
重庆财经学院,
重庆工商大学派斯学院,"Pass College, Chongqing Technology and Business University"
重庆移通学院,
重庆第二师范学院,Chongqing University of Education
重庆中医药学院,
重庆电子科技职业大学,
重庆工业职业技术大学,
重庆航天职业技术学院,
重庆电力高等专科学校,
重庆三峡职业学院,
重庆工贸职业技术学院,
重庆海联职业技术学院,
重庆信息技术职业学院,
重庆传媒职业学院,
重庆城市管理职业学院,
重庆工程职业技术学院,
重庆建筑科技职业学院,
重庆城市职业学院,
重庆水利电力职业技术学院,
重庆工商职业学院,
重庆应用技术职业学院,
重庆三峡医药高等专科学校,
重庆医药高等专科学校,
重庆青年职业技术学院,
重庆财经职业学院,
重庆科创职业学院,
重庆建筑工程职业学院,
重庆电讯职业学院,
重庆能源职业学院,
重庆商务职业学院,
重庆交通职业学院,
重庆化工职业学院,
重庆旅游职业学院,
重庆安全技术职业学院,
重庆公共运输职业学院,
重庆艺术工程职业学院,
重庆轻工职业学院,
重庆电信职业学院,
重庆经贸职业学院,
重庆幼儿师范高等专科学校,
重庆文化艺术职业学院,
重庆科技职业学院,
重庆资源与环境保护职业学院,
重庆护理职业学院,
重庆理工职业学院,
重庆智能工程职业学院,
重庆健康职业学院,
重庆工信职业学院,
重庆五一职业技术学院,
重庆数字产业职业技术学院,
重庆现代制造职业学院,
重庆农业职业学院,
重庆安防职业学院,
四川大学,Sichuan University
西南交通大学,Southwest Jiaotong University
电子科技大学,University of Electronic Science and Technology of China
西南石油大学,Southwest Petroleum University
成都理工大学,Chengdu University of Technology
西南科技大学,
成都信息工程大学,Chengdu University of Information Technology
四川轻化工大学,
西华大学,Xihua University
中国民用航空飞行学院,Civil Aviation Flight University of China
四川农业大学,Sichuan Agricultural University
西昌学院,
西南医科大学,Southwest Medical University
成都中医药大学,Chengdu University of Traditional Chinese Medicine
川北医学院,North Sichuan Medical College
四川师范大学,Sichuan Normal University
西华师范大学,China West Normal University
绵阳师范学院,
内江师范学院,
宜宾学院,Yibin University
四川文理学院,
阿坝师范学院,Aba Teachers University
乐山师范学院,
西南财经大学,Southwestern University of Finance and Economics
成都体育学院,
四川音乐学院,
西南民族大学,Southwest University for Nationalities
成都大学,
成都工业学院,Chengdu Industrial Institute
攀枝花学院,
四川旅游学院,
四川民族学院,
四川警察学院,
成都东软学院,Chengdu Neusoft University
成都艺术职业大学,
电子科技大学成都学院,Chengdu College of University of Electronic Science and Technology of China
成都理工大学工程技术学院,The Engineering & Technical College of Chengdu University of Technology
四川传媒学院,Sichuan University of Media and Communications
成都银杏酒店管理学院,Gingko Hospitality Management College
成都文理学院,Chengdu College of Arts and Sciences
四川工商学院,Sichuan Technology and Business University
成都外国语学院,
成都医学院,
四川工业科技学院,Sichuan Institute of Industrial Science and technology
成都锦城学院,Chengdu Jincheng College
西南财经大学天府学院,Tianfu College of Southwestern University of Finance and Economics
四川大学锦江学院,Sichuan University Jinjiang College
四川文化艺术学院,Sichuan University of Culture and Arts
绵阳城市学院,
西南交通大学希望学院,Southwest Jiaotong University Hope College
成都师范学院,Chengdu Normal University
四川电影电视学院,Sichuan Film and Television University
吉利学院,Geely University of China
四川工程职业技术大学,
成都航空职业技术大学,
成都纺织高等专科学校,
民办四川天一学院,
四川电力职业技术学院,
成都职业技术学院,
四川化工职业技术学院,
四川水利职业技术学院,
南充职业技术学院,
内江职业技术学院,
四川航天职业技术学院,
四川邮电职业技术学院,
四川机电职业技术学院,
绵阳职业技术学院,
四川交通职业技术学院,
四川工商职业技术学院,
四川建筑职业技术学院,
达州职业技术学院,
四川托普信息技术职业学院,
四川国际标榜职业学院,
成都农业科技职业学院,
宜宾职业技术学院,
泸州职业技术学院,
眉山职业技术学院,
四川职业技术学院,
乐山职业技术学院,
雅安职业技术学院,
四川商务职业学院,
四川司法警官职业学院,
广安职业技术学院,
四川信息职业技术学院,
四川文化传媒职业学院,
四川华新现代职业学院,
四川铁道职业学院,
四川艺术职业学院,
四川中医药高等专科学校,
四川科技职业学院,
四川文化产业职业学院,
四川财经职业学院,
四川城市职业学院,
四川现代职业学院,
四川幼儿师范高等专科学校,
四川长江职业学院,
四川三河职业学院,
川北幼儿师范高等专科学校,
四川卫生康复职业学院,
四川汽车职业技术学院,
巴中职业技术学院,
四川希望汽车职业学院,
四川电子机械职业技术学院,
四川文轩职业学院,
川南幼儿师范高等专科学校,
四川护理职业学院,
成都工业职业技术学院,
四川西南航空职业学院,
成都工贸职业技术学院,
四川应用技术职业学院,
西昌民族幼儿师范高等专科学校,
眉山药科职业学院,
天府新区信息职业学院,
德阳城市轨道交通职业学院,
德阳科贸职业学院,
江阳城建职业学院,
天府新区航空旅游职业学院,
天府新区通用航空职业学院,
阿坝职业学院,
达州中医药职业学院,
内江卫生与健康职业学院,
南充科技职业学院,
攀枝花攀西职业学院,
资阳口腔职业学院,
资阳环境科技职业学院,
南充文化旅游职业学院,
南充电影工业职业学院,
绵阳飞行职业学院,
德阳农业科技职业学院,
泸州医疗器械职业学院,
甘孜职业学院,
自贡职业技术学院,
广元中核职业技术学院,
四川体育职业学院,
遂宁能源职业学院,
遂宁工程职业学院,
遂宁职业学院,
西昌医学高等专科学校,
成都轨道交通职业学院,
宜宾工业职业技术学院,
宜宾医药健康职业学院,
贵州大学,Guizhou University
贵州医科大学,Guizhou Medical University
遵义医科大学,
贵州中医药大学,
贵州师范大学,Guizhou Normal University
遵义师范学院,Zunyi Normal University
铜仁学院,Tongren University
兴义民族师范学院,Xingyi Normal University for Nationalities
安顺学院,Anshun University
贵州工程应用技术学院,Guizhou University of Engineering Science
凯里学院,Kaili University
黔南民族师范学院,Qiannan Normal College for Nationalities
贵州财经大学,Guizhou University of Finance and Economics
贵州民族大学,Guizhou Minzu University
贵阳学院,Guiyang University
六盘水师范学院,Liupanshui Normal University
贵州商学院,Guizhou University of Commerce
贵州警察学院,Guizhou Police College
贵州中医药大学时珍学院,
贵州黔南经济学院,
贵州黔南科技学院,
贵阳信息科技学院,
贵阳人文科技学院,
贵阳康养职业大学,
遵义医科大学医学与科技学院,
贵州医科大学神奇民族医药学院,"Shenqi Ethnic Medical College, Guizhou Medical University"
贵州师范学院,Guizhou Normal College
贵州理工学院,Guizhou Institute of Technology
茅台学院,Moutai University
贵州交通职业大学,
铜仁职业技术大学,
贵州轻工职业大学,
黔南民族医学高等专科学校,
贵州航天职业技术学院,
贵州电子信息职业技术学院,
安顺职业技术学院,
黔东南民族职业技术学院,
黔南民族职业技术学院,
遵义职业技术学院,
贵州城市职业学院,
贵州工业职业技术学院,
贵州电力职业技术学院,
六盘水职业技术学院,
黔西南民族职业技术学院,
遵义医药高等专科学校,
贵阳职业技术学院,
毕节职业技术学院,
贵州职业技术学院,
贵州盛华职业学院,
贵州工商职业学院,
贵阳幼儿师范高等专科学校,
铜仁幼儿师范高等专科学校,
黔南民族幼儿师范高等专科学校,
毕节医学高等专科学校,
贵州建设职业技术学院,
毕节幼儿师范高等专科学校,
贵州农业职业学院,
贵州工程职业学院,
贵州工贸职业学院,
贵州水利水电职业技术学院,
贵州电子商务职业技术学院,
贵州应用技术职业学院,
贵州电子科技职业学院,
贵州装备制造职业学院,
贵州健康职业学院,
贵州食品工程职业学院,
贵州经贸职业技术学院,
贵州护理职业技术学院,
六盘水幼儿师范高等专科学校,
毕节工业职业技术学院,
贵州机电职业技术学院,
贵州财经职业学院,
贵州民用航空职业学院,
贵州文化旅游职业学院,
贵州航空职业技术学院,
贵州体育职业学院,
贵州铜仁数据职业学院,
贵州传媒职业学院,
贵州生态能源职业学院,
黔东南理工职业学院,
云南大学,Yunnan University
昆明理工大学,Kunming University of Science and Technology
云南农业大学,Yunnan Agricultural University
西南林业大学,Southwest Forestry University
昆明医科大学,Kunming Medical University
大理大学,Dali University
云南中医药大学,
云南师范大学,Yunnan Normal University
昭通学院,Zhaotong University
曲靖师范学院,Qujing Normal University
普洱学院,Pu'er University
保山学院,Baoshan University
红河学院,Honghe University
云南财经大学,Yunnan University of Finance and Economics
云南艺术学院,
云南民族大学,Yunnan Minzu University
玉溪师范学院,
楚雄师范学院,Chuxiong Normal University
云南警官学院,Yunnan Police College
昆明学院,Kunming University
文山学院,Wenshan University
云南经济管理学院,
滇池学院,
丽江文化旅游学院,
昆明理工大学津桥学院,
昆明城市学院,
昆明文理学院,
昆明医科大学海源学院,
昆明传媒学院,
云南工商学院,
滇西科技师范学院,
滇西应用技术大学,
丽江师范学院,
德宏师范学院,
曲靖健康医学院,
昆明冶金高等专科学校,
云南国土资源职业学院,
云南交通职业技术学院,
昆明工业职业技术学院,
云南农业职业技术学院,
云南司法警官职业学院,
云南文化艺术职业学院,
云南体育运动职业技术学院,
云南科技信息职业学院,
西双版纳职业技术学院,
昆明艺术职业学院,
玉溪农业职业技术学院,
云南能源职业技术学院,
云南国防工业职业技术学院,
云南机电职业技术学院,
云南林业职业技术学院,
云南城市建设职业学院,
云南工程职业学院,
楚雄医药高等专科学校,
保山中医药高等专科学校,
云南新兴职业学院,
云南锡业职业技术学院,
云南经贸外事职业学院,
云南三鑫职业技术学院,
德宏职业学院,
云南商务职业学院,
昆明卫生职业学院,
云南现代职业技术学院,
云南旅游职业学院,
红河卫生职业学院,
云南外事外语职业学院,
大理农林职业技术学院,
公安消防部队高等专科学校,
云南财经职业学院,
昆明铁道职业技术学院,
昭通卫生职业学院,
大理护理职业学院,
云南水利水电职业学院,
云南轻纺职业学院,
云南特殊教育职业学院,
云南工贸职业技术学院,
云南交通运输职业学院,
昆明幼儿师范高等专科学校,
云南医药健康职业学院,
云南理工职业学院,
曲靖职业技术学院,
红河职业技术学院,
玉溪职业技术学院,
保山职业学院,
昭通职业学院,
文山职业技术学院,
丽江职业技术学院,
香格里拉职业学院,
怒江职业技术学院,
临沧职业学院,
云南工业信息职业学院,
昆明航空职业学院,
西藏农牧大学,
西藏大学,Tibet University
西藏民族大学,
西藏藏医药大学,
西藏警官高等专科学校,Tibet Police Officers Institute
拉萨师范学院,
西藏职业技术学院,Tibet Vocational Technical College
日喀则职业技术学院,
西北大学,Northwest University  Ω
西安交通大学,
西北工业大学,
西安理工大学,Xi'an University of Technology
西安电子科技大学,
西安工业大学,Xi'an Technological University
西安建筑科技大学,Xi'an University of Architecture and Technology
西安科技大学,Xi'an University of Science and Technology
西安石油大学,Xi'an Shiyou University
陕西科技大学,Shaanxi University of Science & Technology Ω
西安工程大学,Xi'an Polytechnic University
长安大学,
西北农林科技大学,
陕西中医药大学,Shaanxi University of Chinese Medicine
陕西师范大学,
延安大学,Yan'an University
陕西理工大学,Shaanxi University of Technology
宝鸡文理学院,Baoji University of Arts and Sciences
咸阳师范学院,Xianyang Normal University
渭南师范学院,Weinan Normal University
西安外国语大学,Xi'an International Studies University
西北政法大学,Northwest University of Politics and Law
西安体育学院,Xi'an Physical Education University
西安音乐学院,Xi'an Conservatory of Music
西安美术学院,Xi'an Academy of Fine Arts
西安文理学院,Xi'an Institute of Arts and Science
榆林学院,Yulin University
商洛学院,Shangluo University
安康学院,Ankang University
西安培华学院,Xi'an Peihua University
西安财经大学,
西安邮电大学,Xi'an University of Posts & Telecommunications
西安航空学院,
西安医学院,Xi'an Medical University
西安欧亚学院,Xi'an Eurasia University
西安外事学院,Xi'an International University
西安翻译学院,Xi'an Fanyi University
西京学院,Xijing University
西安思源学院,Xi'an Siyuan University
陕西国际商贸学院,
陕西服装工程学院,
西安交通工程学院,
西安交通大学城市学院,
西北大学现代学院,
西安建筑科技大学华清学院,
西安财经大学行知学院,
陕西科技大学镐京学院,
西安工商学院,
延安大学西安创新学院,
西安电子科技大学长安学院,
西安汽车职业大学,
西安明德理工学院,
西安信息职业大学,
长安大学兴华学院,
西安理工大学高科学院,
西安科技大学高新学院,
陕西学前师范学院,
陕西警察学院,
陕西农林职业技术大学,
陕西工业职业技术大学,
西安戏剧学院,
西安电力高等专科学校,
陕西能源职业技术学院,
陕西国防工业职业技术学院,
西安航空职业技术学院,
陕西财经职业技术学院,
陕西交通职业技术学院,
陕西职业技术学院,
西安高新科技职业学院,
西安城市建设职业学院,
陕西铁路工程职业技术学院,
宝鸡职业技术学院,
陕西航空职业技术学院,
陕西电子信息职业技术学院,
陕西邮电职业技术学院,
西安海棠职业学院,
西安健康工程职业学院,
陕西经济管理职业技术学院,
西安铁路职业技术学院,
咸阳职业技术学院,
西安职业技术学院,
商洛职业技术学院,
汉中职业技术学院,
延安职业技术学院,
渭南职业技术学院,
安康职业技术学院,
铜川职业技术学院,
陕西青年职业学院,
陕西工商职业学院,
陕西旅游烹饪职业学院,
西安医学高等专科学校,
榆林职业技术学院,
陕西艺术职业学院,
神木职业技术学院,
宝鸡三和职业学院,
榆林能源科技职业学院,
宝鸡中北职业学院,
陕西机电职业技术学院,
兰州大学,
兰州理工大学,
兰州交通大学,
甘肃农业大学,
甘肃中医药大学,Gansu University of Traditional Chinese Medicine [zh]
西北师范大学,
兰州城市学院,
陇东学院,
天水师范大学,
河西学院,
兰州财经大学,
西北民族大学,
甘肃政法大学,
甘肃民族师范学院,
兰州文理学院,
甘肃医学院,
兰州工业学院,Lanzhou Institute of Technology [zh]
兰州石化职业技术大学,
兰州工商学院,
兰州资源环境职业技术大学,
兰州博文科技学院,
兰州信息科技学院,
陇南师范学院,
甘肃警察学院,
甘肃林业职业技术大学,
酒泉职业技术大学,
甘肃工业职业技术大学,
武威职业技术大学,
定西师范高等专科学校,
甘肃建筑职业技术学院,
兰州外语职业学院,
兰州职业技术学院,
甘肃交通职业技术学院,
甘肃农业职业技术学院,
甘肃畜牧工程职业技术学院,
甘肃钢铁职业技术学院,
甘肃有色冶金职业技术学院,
白银矿冶职业技术学院,
甘肃卫生职业学院,
兰州科技职业学院,
庆阳职业技术学院,
临夏现代职业学院,
兰州现代职业学院,
平凉职业技术学院,
培黎职业学院,
兰州航空职业技术学院,
白银希望职业技术学院,
甘肃财贸职业学院,
定西职业技术学院,
青海大学,Qinghai University
青海师范大学,Qinghai Normal University
青海民族大学,Qinghai Nationalities University
青海大学昆仑学院,"Kunlun College, Qinghai University"
青海理工学院,
青海职业技术大学,
青海卫生职业技术学院,
青海警官职业学院,
青海农牧科技职业学院,
青海建筑职业技术学院,
西宁城市职业技术学院,
青海高等职业技术学院,
青海柴达木职业技术学院,
宁夏大学,Ningxia University
宁夏医科大学,Ningxia Medical University
宁夏师范大学,
北方民族大学,North Minzu University
宁夏理工学院,Ningxia Institute of Science and Technology
宁夏大学新华学院,"Xinhua College, Ningxia University"
银川能源学院,Yinchuan Energy Institute
银川科技学院,
宁夏职业技术大学,
宁夏工商职业技术大学,
宁夏民族职业技术学院,
宁夏工业职业学院,
宁夏财经职业技术学院,
宁夏警官职业学院,
宁夏建设职业技术学院,
宁夏葡萄酒与防沙治沙职业技术学院,
宁夏幼儿师范高等专科学校,
宁夏艺术职业学院,
宁夏体育职业学院,
石嘴山工贸职业技术学院,
宁夏卫生健康职业技术学院,
宁夏交通职业技术学院,
新疆大学,Xinjiang University
塔里木大学,Tarim University
新疆农业大学,Xinjiang Agricultural University
石河子大学,Shihezi University
新疆医科大学,Xinjiang Medical University
新疆师范大学,Xinjiang Normal University
喀什大学,Kashgar University
伊犁师范大学,
新疆财经大学,Xinjiang University of Finance and Economics
新疆艺术学院,Xinjiang Arts Institute
新疆工程学院,Xinjiang Institute of Engineering
昌吉学院,Changji University
新疆警察学院,
新疆理工学院,
新疆农业大学科学技术学院,
新疆第二医学院,
新疆科技学院,
新疆政法学院,
新疆天山职业技术大学,
新疆和田学院,
新疆农业职业技术大学,
新疆工业学院,
乌鲁木齐职业大学,
新疆交通职业技术大学,
塔里木理工学院,
新疆理工职业大学,
克拉玛依职业技术学院,
新疆机电职业技术学院,
新疆轻工职业技术学院,
新疆能源职业技术学院,
昌吉职业技术学院,
